Source,Date,File Name,Problem / Context,Link,Folder,Downloaded
YouTrack,2026-08,STEP file (attachment),STEP export writes straight lines as degree-1 splines instead of native LINE; breaks CAM/sheet-metal importers,https://mcneel.myjetbrains.com/youtrack/issue/RH-97978,,
YouTrack,2026,STEP file (attachment),STEP export/import creates extra surfaces and lines on reimport (Mac),https://mcneel.myjetbrains.com/youtrack/issue/RH-96597,,
YouTrack,2015-03-09,TopSolid STEP file (confidential),STEP file wrong import: many surfaces that do not trim properly,https://mcneel.myjetbrains.com/youtrack/issue/RH-29829,,
YouTrack,2016-09-26,Mastercam STEP file,STEP import produces bad objects / many naked edges,https://mcneel.myjetbrains.com/youtrack/issue/RH-35717,,
YouTrack,2013-01-24,STEP import bug.zip,STEP file with an untrimmed object,https://mcneel.myjetbrains.com/youtrack/issue/RH-5158,,
YouTrack,2023-02-05,STEP file (request),STEP import support in iOS Rhino Viewer,https://mcneel.myjetbrains.com/youtrack/issue/RV-734,,
YouTrack,2026,STEP file (attachment),STEP import shows curves only; solid uses OPEN_SHELL where CLOSED_SHELL expected,https://mcneel.myjetbrains.com/youtrack/issue/RH-78707,,
YouTrack,2026,SolidWorks STEP file,STEP import leaves naked edges (tolerance vs feature size),https://mcneel.myjetbrains.com/youtrack/issue/RH-59178,,
YouTrack,2026,STEP file (attachment),Imported STEP has untrimmed surfaces (thread surfaces on round-trip),https://mcneel.myjetbrains.com/youtrack/issue/RH-34927,,
YouTrack,2026,STEP file (attachment),STEP import should drop near-degenerate spans that create sliver faces,https://mcneel.myjetbrains.com/youtrack/issue/RH-35396,,
YouTrack,2026,STEP file (attachment),Imported layers come in black; export overrides object By-Layer display color,https://mcneel.myjetbrains.com/youtrack/issue/RH-63983,,
YouTrack,2013-08-20,STEP file (sample),STEP export loses layer nesting (STEP has no layer hierarchy),https://mcneel.myjetbrains.com/youtrack/issue/RH-20983,,
YouTrack,2018-01-12,STEP export,Scripted -Export to STEP of a non-manifold object pops a blocking warning box,https://mcneel.myjetbrains.com/youtrack/issue/RH-43506,,
YouTrack,2022-02-02,STEP file (mesh entities),Feature request: STEP import and export of mesh entities,https://mcneel.myjetbrains.com/youtrack/issue/RH-67313,,
YouTrack,2022-01-12,STEP AP214 file,Import/export of point clouds to STEP (inactive; no sample),https://mcneel.myjetbrains.com/youtrack/issue/RH-66970,,
YouTrack,2016-01-07,STEP export,STEP export turns arcs into NURBS (won't fix),https://mcneel.myjetbrains.com/youtrack/issue/RH-32549,,
YouTrack,2001-08-15,STEP export,Add STEP export header metadata (author/timestamp/system) - obsolete,https://mcneel.myjetbrains.com/youtrack/issue/RH-926,,
YouTrack,2009-11-17,STEP export,Step export ignores layer visibility (won't fix),https://mcneel.myjetbrains.com/youtrack/issue/RH-6090,,
YouTrack,2018-09-18,3dm (empty),export_STEP crash rose_delete_extent - Access Denied (inactive),https://mcneel.myjetbrains.com/youtrack/issue/RH-48548,,
YouTrack,2024,STEP file (attachment),Detect/resolve block-name conflicts when importing STEP (enhancement; retargeted 9.x),https://mcneel.myjetbrains.com/youtrack/issue/RH-68343,,
YouTrack,2024,STEP file (attachment),Create a Default layer for instances on import (V5-to-V6 regression),https://mcneel.myjetbrains.com/youtrack/issue/RH-56959,,
YouTrack,2024,STEP file (attachment),STEP viewing in the iOS Rhino Viewer,https://mcneel.myjetbrains.com/youtrack/issue/RV-295,,
YouTrack,2017-03-14,3dm + exported STEP,STEP file crashes when opened (import crash),https://mcneel.myjetbrains.com/youtrack/issue/RH-38434,,
YouTrack,2013-01-24,STEP file (crash),Crash on file with NULL edge_geometry; drove Mac V6 STEP support,https://mcneel.myjetbrains.com/youtrack/issue/RH-39628,,
YouTrack,2013-01-24,STEP file (crash),Crash on open null-pointer deref in StepConvertCurve.cpp (Stop-Ship),https://mcneel.myjetbrains.com/youtrack/issue/RH-15559,,
YouTrack,2014-01-09,STEP plug-ins,Rhino crashes on shutdown after loading import_STEP / export_STEP,https://mcneel.myjetbrains.com/youtrack/issue/RH-23500,,
YouTrack,2020,STEP file (crash),Mac STEP import crashes (wide-char strings) - could not reproduce,https://mcneel.myjetbrains.com/youtrack/issue/RH-57095,,
YouTrack,2020,STEP file (crash),Mac STEP import crashes (wide-char strings) - could not reproduce,https://mcneel.myjetbrains.com/youtrack/issue/RH-57187,,
YouTrack,2018,STEP/IGES file,Crash reporter now attaches the failing STEP/IGES file,https://mcneel.myjetbrains.com/youtrack/issue/RH-28358,,
YouTrack,2017,STEP file (attachment),Naked edges in STEP import,https://mcneel.myjetbrains.com/youtrack/issue/RH-37675,,
YouTrack,2013,STEP file (large assembly),Bad geometry / many errors on large assembly,https://mcneel.myjetbrains.com/youtrack/issue/RH-4703,,
YouTrack,2015,STEP file (attachment),V6 regression vs V5 (ellipse/pole),https://mcneel.myjetbrains.com/youtrack/issue/RH-34942,,
YouTrack,2013,STEP file (invalid),Invalid file won't open (not-a-bug),https://mcneel.myjetbrains.com/youtrack/issue/RH-19601,,
YouTrack,2013,Unigraphics STEP file,Unigraphics schema not supported,https://mcneel.myjetbrains.com/youtrack/issue/RH-6289,,
YouTrack,2024,STP file (attachment),Missing objects from STEP import (regression from RH-68343),https://mcneel.myjetbrains.com/youtrack/issue/RH-83827,,
YouTrack,2024,STP file (attachment),Partial STP import; only some assembly components read,https://mcneel.myjetbrains.com/youtrack/issue/RH-83746,,
YouTrack,2019,STEP export (TailorSteel),Incorrect geometry read by TailorSteel; exporter rework,https://mcneel.myjetbrains.com/youtrack/issue/RH-50481,,
YouTrack,2021-05-27,STEP export (TailorSteel),Differences in STEP export between RH60 and RH70 (duplicate of RH-50481),https://mcneel.myjetbrains.com/youtrack/issue/RH-64404,,
YouTrack,2011-07-14,STEP export,New STEP export options (param-space curves, black-object color),https://mcneel.myjetbrains.com/youtrack/issue/RH-10356,,
YouTrack,2018,STEP file (many blocks),Slow import on files with many blocks (~10 min to ~3 min),https://mcneel.myjetbrains.com/youtrack/issue/RH-42682,,
YouTrack,2018,STEP file (many blocks),Slow import on files with many blocks - Mac split,https://mcneel.myjetbrains.com/youtrack/issue/RH-43339,,
YouTrack,2024,IGES/STEP file,Large CAD import yields tens of thousands of loose surfaces tanking FPS,https://mcneel.myjetbrains.com/youtrack/issue/RH-84130,,
YouTrack,2013-06-28,STEP file (72Z boat),STEP import: surfaces untrimmed and some not imported,https://mcneel.myjetbrains.com/youtrack/issue/RH-19863,,
YouTrack,2018-04-20,STEP file (attachment),STEP import doesn't import everything (Mac),https://mcneel.myjetbrains.com/youtrack/issue/RH-45631,,
YouTrack,2018-04-20,STEP file (attachment),STEP import doesn't import everything (Windows),https://mcneel.myjetbrains.com/youtrack/issue/RH-45596,,
YouTrack,2017-10-02,BoxLayersNew.stp,STEP import layers not correct (Mac),https://mcneel.myjetbrains.com/youtrack/issue/RH-41711,,
YouTrack,2017-10-02,BoxLayers.stp,STEP import layers not correct (Windows),https://mcneel.myjetbrains.com/youtrack/issue/RH-41634,,
YouTrack,2018-02-20,STEP file (attachment),STEP import misplaces block instance (Windows),https://mcneel.myjetbrains.com/youtrack/issue/RH-44280,,
YouTrack,2018-02-21,STEP file (attachment),STEP import misplaces block instance (Mac),https://mcneel.myjetbrains.com/youtrack/issue/RH-44305,,
YouTrack,2017-04-26,Onshape STEP file,STEP file does not import correctly (naked edges),https://mcneel.myjetbrains.com/youtrack/issue/RH-39085,,
YouTrack,2015-03-18,COMSOL STEP file,Step import inconsistencies (displaced edges),https://mcneel.myjetbrains.com/youtrack/issue/RH-29920,,
YouTrack,2016-09-16,3 STEP files (zip),STEP import missing surfaces (stacked control points),https://mcneel.myjetbrains.com/youtrack/issue/RH-35624,,
YouTrack,2019-03-15,STEP file (confidential),STEP import ugliness - V5 does a better job,https://mcneel.myjetbrains.com/youtrack/issue/RH-51477,,
YouTrack,2019-10-08,Part.stp / part_fromSW.STEP,STEP import gets it wrong (hyperbola edge returns NULL),https://mcneel.myjetbrains.com/youtrack/issue/RH-55132,,
YouTrack,2019-07-02,interuttori cabina.zip (large STEP),STEP import bad trim (cone with seam-only trim),https://mcneel.myjetbrains.com/youtrack/issue/RH-53605,,
YouTrack,2011-04-13,STEP file (screenshots),Import STEP: untranslated English strings in dialog,https://mcneel.myjetbrains.com/youtrack/issue/RH-9483,,
YouTrack,2013-07-26,STEP file (attachment),Naked edges in step import (not within tolerance),https://mcneel.myjetbrains.com/youtrack/issue/RH-20544,,
YouTrack,2013-02-19,STEP file (attachment),Naked edges in STEP import,https://mcneel.myjetbrains.com/youtrack/issue/RH-16308,,
YouTrack,2018-09-10,STEP export,Split closed surfaces option missing on Mac STEP export,https://mcneel.myjetbrains.com/youtrack/issue/RH-48317,,
YouTrack,2022-01-12,STEP export,Apple Silicon: Export STEP needs arm64 version,https://mcneel.myjetbrains.com/youtrack/issue/RH-66981,,
YouTrack,2022-01-12,STEP import,Apple Silicon: Import STEP needs arm64 version,https://mcneel.myjetbrains.com/youtrack/issue/RH-66977,,
YouTrack,2019-01-18,STEP export (SubD),Support SubD objects in STEP export (as breps),https://mcneel.myjetbrains.com/youtrack/issue/RH-50427,,
YouTrack,2013-04-22,mirror_Rhino_5_test.3dm / mirror_Rhino_4_test.3dm,Export STEP: Deep Exploration renders surfaces ugly (V5 vs V4),https://mcneel.myjetbrains.com/youtrack/issue/RH-18637,,
YouTrack,2011-07-08,STEP export,STEP export shrinks trimmed surfaces - export options request,https://mcneel.myjetbrains.com/youtrack/issue/RH-10325,,
YouTrack,2009-04-10,STEP import/export,Install 64-bit STEP import and export,https://mcneel.myjetbrains.com/youtrack/issue/RH-4802,,
YouTrack,2026-09-01,STEP file (attachment),Import STEP user text as metadata (relates to RH-98266),https://mcneel.myjetbrains.com/youtrack/issue/RH-88499,,
YouTrack,2019-05-14,.step file (doc),Doc fix: STEP import units/tolerances wording,https://mcneel.myjetbrains.com/youtrack/issue/DOC-202,,
SupportBee,n/a,STEP ticket (number redacted),Referenced by RH-85361 (Import STEP generates open surfaces); ticket ID redacted in tool output,https://mcneel.supportbee.com/tickets/,,
SupportBee,n/a,STEP ticket (number redacted),Referenced by RH-39085 (Onshape STEP does not import correctly); ticket ID redacted in tool output,https://mcneel.supportbee.com/tickets/,,
SupportBee,n/a,STEP ticket (number redacted),Referenced by RH-51477 (STEP import ugliness); ticket ID redacted in tool output,https://mcneel.supportbee.com/tickets/,,
SupportBee,n/a,STEP ticket (number redacted),Referenced by RH-64404 (STEP export TailorSteel RH60 vs RH70); ticket ID redacted in tool output,https://mcneel.supportbee.com/tickets/,,
Local,2026-09-02,d2-db-214.stp,Local AP214 STEP test model (future test set),,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-future\AP214,Already local
Local,2021-11-24,Ai-14R.stp,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,Cruise_Assembly.stp,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,NissanGT-R.STEP,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,ROTOR-201NAL-Z7.STEP,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,Rocky_House.stp,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,Scania-8x4.stp,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,Scania-Engine-V8-XT-Turbo.step,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2021-11-24,UMC-500_SS_Solid_Model_2019-06_r1.stp,Local large STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile-large,Already local
Local,2026-09-02,as1-ac-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,as1-ac-214Ex.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,as1-ec-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,as1-md-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,as1-tc-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,as1-ug-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_cylindricity.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_diamsize.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_flatness.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_limitsandfits.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_linearsize.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_perp.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,boxy_with_surfacetex.stp,Local AP214 GD&T/PMP STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,f1-db-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-ac-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-ca-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-ec-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-md-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-tc-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-ug-214.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,io1-ug-214PlusLayers.stp,Local AP214 STEP test model,,F:\Users\scottd\Documents\GitHub\mx_testing\models\STEPfile\AP214,Already local
Local,2026-09-02,nist_ftc_06_asme1_rd.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
Local,2026-09-02,nist_ftc_07_asme1_rd.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
Local,2026-09-02,nist_ftc_08_asme1_rc.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
Local,2026-09-02,nist_ftc_09_asme1_rd.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
Local,2026-09-02,nist_ftc_10_asme1_rb.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
Local,2026-09-02,nist_ftc_11_asme1_rb.stp,[STEP AP242 and AP203 files](https://www.nist.gov/document/nist-pmi-step-files) for [MBE PMI Validation and Conformance Testing Project](https://www.nist.gov/ctl/smart-connected-systems-division/smart-connected-manufacturing-systems-group/mbe-pmi-validation),,F:\Users\scottd\Documents\STEP Files\NIST_MBE_PMI_FTC_Definitions,Already local
